Time [s],Pressure V1-P2 [ADC],Pressure V1-P1-Ins [ADC],Pressure V1-P1-Exp [ADC], Pressure V2-P2 [ADC],Pressure V2-P1-Ins [ADC], Pressure V2-P1-Exp [ADC]
29.104,4026,4075,1638,4425,4535,1638
29.114,4057,4102,1638,4543,4654,1638
29.124,4178,4224,1638,4635,4745,1638
29.134,4113,4158,1638,4487,4599,1638
29.144,3999,4045,1638,4486,4598,1638
29.154,4135,4183,1638,4600,4709,1638
29.164,4162,4207,1638,4557,4666,1638
29.174,4166,4211,1638,4508,4619,1638
29.184,4152,4199,1638,4461,4572,1638
29.194,4073,4122,1638,4460,4571,1638
29.204,4083,4131,1638,4514,4625,1638
29.214,4069,4115,1638,4456,4568,1638
29.224,4181,4226,1638,4479,4591,1638
29.234,4173,4219,1638,4502,4616,1638
29.244,4067,4114,1638,4499,4613,1638
29.254,4196,4243,1638,4584,4698,1638
29.264,4132,4178,1638,4535,4647,1638
29.274,4017,4063,1638,4396,4503,1638
29.284,4227,4272,1638,4402,4508,1638
29.294,4154,4197,1638,4532,4640,1638
29.304,4143,4187,1638,4627,4734,1638
29.314,4343,4387,1638,4609,4717,1638
29.324,4220,4263,1638,4620,4729,1638
29.334,4276,4319,1638,4683,4789,1638
29.344,4368,4410,1638,4643,4749,1638
29.354,4225,4267,1638,4633,4741,1638
29.364,4283,4325,1638,4682,4789,1638
29.374,4285,4326,1638,4683,4789,1638
29.384,4233,4274,1638,4687,4793,1638
29.394,4363,4403,1638,4658,4764,1638
29.404,4262,4302,1638,4673,4776,1638
29.414,4208,4248,1638,4745,4849,1638
29.424,4229,4267,1638,4729,4832,1638
29.434,4282,4319,1638,4776,4877,1638
29.444,4525,4562,1638,4937,5038,1638
29.454,4496,4529,1638,4982,5081,1638
29.464,4596,4627,1638,5070,5166,1638
29.474,4935,4963,1638,5287,5379,1638
29.484,5000,5025,1638,5361,5449,1638
29.494,5004,5026,1638,5413,5497,1638
29.504,5103,5121,1638,5620,5700,1638
29.514,5243,5257,1638,5819,5894,1638
29.524,5489,5500,1638,5963,6031,1638
29.534,5579,5588,1638,6003,6067,1638
29.544,5607,5611,1638,6044,6105,1638
29.554,5726,5729,1638,6131,6189,1638
29.564,5707,5710,1638,6082,6137,1638
29.574,5646,5649,1638,5987,6041,1638
29.584,5559,5562,1638,5927,5979,1638
29.594,5427,5430,1638,5812,5862,1638
29.604,5397,5399,1638,5769,5820,1638
29.614,5419,5423,1638,5824,5875,1638
29.624,5400,5403,1638,5803,5854,1638
29.634,5367,5369,1638,5722,5772,1638
29.644,5328,5330,1638,5685,5734,1638
29.654,5279,5280,1638,5697,5745,1638
29.664,5311,5312,1638,5672,5718,1638
29.674,5380,5381,1638,5673,5717,1638
29.684,5392,5392,1638,5762,5804,1638
29.694,5407,5407,1638,5747,5786,1638
29.704,5445,5445,1638,5699,5738,1638
29.714,5424,5424,1638,5782,5819,1638
29.724,5384,5384,1638,5808,5842,1638
29.734,5434,5434,1638,5802,5837,1638
29.744,5493,5493,1638,5829,5862,1638
29.754,5444,5444,1638,5751,5782,1638
29.764,5427,5427,1638,5740,5771,1638
29.774,5460,5460,1638,5734,5764,1638
29.784,5348,5348,1638,5654,5683,1638
29.794,5311,5311,1638,5624,5653,1638
29.804,5384,5384,1638,5596,5627,1638
29.814,5315,5315,1638,5586,5617,1638
29.824,5311,5311,1638,5612,5642,1638
29.834,5292,5292,1638,5615,5645,1638
29.844,5267,5268,1638,5572,5602,1638
29.854,5308,5308,1638,5535,5565,1638
29.864,5265,5265,1638,5557,5585,1638
29.874,5295,5295,1638,5584,5611,1638
29.884,5337,5337,1638,5572,5599,1638
29.894,5282,5282,1638,5541,5569,1638
29.904,5267,5267,1638,5520,5549,1638
29.914,5288,5288,1638,5527,5554,1638
29.924,5292,5292,1638,5557,5584,1638
29.934,5289,5289,1638,5560,5586,1638
29.944,5284,5284,1638,5548,5574,1638
29.954,5298,5298,1638,5572,5598,1638
29.964,5325,5325,1638,5584,5610,1638
29.974,5351,5351,1638,5594,5619,1638
29.984,5359,5359,1638,5594,5619,1638
29.994,5332,5332,1638,5563,5587,1638
30.004,5338,5338,1638,5596,5620,1638
30.014,5342,5342,1638,5580,5602,1638
30.024,5309,5309,1638,5523,5545,1638
30.034,5248,5248,1638,5525,5548,1638
30.044,5232,5232,1638,5527,5549,1638
30.054,5289,5289,1638,5525,5547,1638
30.064,5286,5286,1638,5515,5537,1638
30.074,5254,5254,1638,5546,5567,1638
30.084,5253,5253,1638,5558,5580,1638
30.094,5256,5256,1638,5501,5523,1638
30.104,5258,5258,1638,5493,5514,1638
30.114,5250,5250,1638,5517,5538,1638
30.124,5283,5283,1638,5523,5544,1638
30.134,5255,5255,1638,5512,5534,1638
30.144,5175,5175,1638,5476,5500,1638
30.154,5199,5199,1638,5454,5478,1638
30.164,5218,5218,1638,5433,5457,1638
30.174,5169,5169,1638,5394,5419,1638
30.184,5187,5187,1638,5422,5446,1638
30.194,5201,5201,1638,5435,5458,1638
30.204,5190,5190,1638,5426,5449,1638
30.214,5184,5184,1638,5418,5441,1638
30.224,5166,5166,1638,5401,5425,1638
30.234,5177,5177,1638,5430,5454,1638
30.244,5163,5163,1638,5434,5457,1638
30.254,5180,5180,1638,5435,5458,1638
30.264,5212,5212,1638,5449,5472,1638
30.274,5187,5187,1638,5422,5446,1638
30.284,5165,5165,1638,5426,5450,1638
30.294,5134,5134,1638,5444,5469,1638
30.304,5147,5147,1638,5448,5472,1638
30.314,5211,5211,1638,5469,5492,1638
30.324,5237,5237,1638,5476,5501,1638
30.334,5228,5228,1638,5463,5488,1638
30.344,5224,5224,1638,5459,5483,1638
30.354,5203,5203,1638,5436,5460,1638
30.364,5185,5185,1638,5435,5460,1638
30.374,5190,5190,1638,5456,5481,1638
30.384,5173,5173,1638,5446,5470,1638
30.394,5134,5134,1638,5431,5456,1638
30.404,5179,5179,1638,5453,5479,1638
30.414,5220,5221,1638,5443,5466,1638
30.424,5157,5157,1638,5389,5413,1638
30.434,5183,5183,1638,5411,5436,1638
30.444,5194,5194,1638,5446,5472,1638
30.454,5149,5149,1638,5430,5456,1638
30.464,5172,5172,1638,5450,5475,1638
30.474,5160,5160,1638,5477,5502,1638
30.484,5208,5208,1638,5489,5515,1638
30.494,5218,5218,1638,5471,5497,1638
30.504,5166,5166,1638,5420,5446,1638
30.514,5151,5151,1638,5395,5420,1638
30.524,5157,5157,1638,5420,5446,1638
30.534,5186,5186,1638,5447,5474,1638
30.544,5100,5100,1638,5438,5465,1638
30.554,5049,5049,1638,5419,5447,1638
30.564,5116,5116,1638,5427,5454,1638
30.574,5145,5145,1638,5448,5475,1638
30.584,5157,5157,1638,5437,5464,1638
30.594,5139,5139,1638,5419,5446,1638
30.604,5101,5101,1638,5443,5469,1638
30.614,5102,5102,1638,5434,5460,1638
30.624,5155,5155,1638,5441,5468,1638
30.634,5176,5176,1638,5473,5500,1638
30.644,5144,5144,1638,5446,5473,1638
30.654,5140,5140,1638,5440,5467,1638
30.664,5166,5166,1638,5473,5499,1638
30.674,5193,5193,1638,5483,5509,1638
30.684,5223,5223,1638,5491,5517,1638
30.694,5251,5251,1638,5488,5514,1638
30.704,5258,5258,1638,5493,5519,1638
30.714,5233,5233,1638,5513,5539,1638
30.724,5222,5222,1638,5505,5530,1638
30.734,5215,5215,1638,5493,5518,1638
30.744,5225,5225,1638,5476,5501,1638
30.754,5214,5214,1638,5428,5453,1638
30.764,5173,5173,1638,5426,5452,1638
30.774,5176,5176,1638,5467,5493,1638
30.784,5183,5183,1638,5477,5503,1638
30.794,5190,5190,1638,5462,5488,1638
30.804,5175,5175,1638,5450,5476,1638
30.814,5166,5166,1638,5460,5487,1638
30.824,5182,5182,1638,5484,5510,1638
30.834,5179,5179,1638,5488,5514,1638
30.844,5237,5237,1638,5494,5520,1638
30.854,5195,5195,1638,5463,5488,1638
30.864,5116,5116,1638,5438,5463,1638
30.874,5170,5170,1638,5476,5503,1638
30.884,5236,5236,1638,5493,5520,1638
30.894,5257,5257,1638,5486,5513,1638
30.904,5232,5232,1638,5508,5534,1638
30.914,5243,5243,1638,5508,5534,1638
30.924,5258,5258,1638,5494,5518,1638
30.934,5216,5216,1638,5459,5483,1638
30.944,5215,5215,1638,5435,5460,1638
30.954,5243,5243,1638,5491,5515,1638
30.964,5259,5259,1638,5528,5553,1638
30.974,5237,5237,1638,5500,5525,1638
30.984,5238,5238,1638,5472,5497,1638
30.994,5240,5240,1638,5486,5512,1638
31.004,5208,5208,1638,5518,5544,1638
31.014,5209,5209,1638,5504,5530,1638
31.024,5202,5202,1638,5491,5516,1638
31.034,5198,5198,1638,5483,5509,1638
31.044,5234,5234,1638,5496,5521,1638
31.054,5236,5236,1638,5501,5526,1638
31.064,5200,5200,1638,5478,5504,1638
31.074,5185,5185,1638,5503,5528,1638
31.084,5193,5193,1638,5514,5540,1638
31.094,5173,5173,1638,5469,5497,1638
31.104,5209,5209,1638,5471,5498,1638
31.114,5234,5234,1638,5477,5503,1638
31.124,5176,5176,1638,5438,5463,1638
31.134,5153,5153,1638,5421,5446,1638
31.144,5162,5162,1638,5434,5459,1638
31.154,5198,5198,1638,5452,5478,1638
31.164,5198,5198,1638,5447,5473,1638
31.174,5178,5178,1638,5434,5459,1638
31.184,5219,5219,1638,5467,5493,1638
31.194,5212,5212,1638,5489,5515,1638
31.204,5213,5213,1638,5487,5512,1638
31.214,5242,5242,1638,5483,5509,1638
31.224,5204,5204,1638,5438,5463,1638
31.234,5167,5167,1638,5402,5427,1638
31.244,5185,5185,1638,5420,5446,1638
31.254,5189,5189,1638,5422,5448,1638
31.264,5183,5183,1638,5432,5458,1638
31.274,5185,5185,1638,5451,5477,1638
31.284,5152,5152,1638,5452,5478,1638
31.294,5133,5133,1638,5426,5452,1638
31.304,5175,5175,1638,5400,5426,1638
31.314,5189,5189,1638,5429,5455,1638
31.324,5191,5191,1638,5468,5494,1638
31.334,5241,5241,1638,5483,5508,1638
31.344,5260,5260,1638,5488,5514,1638
31.354,5236,5236,1638,5491,5517,1638
31.364,5245,5245,1638,5513,5540,1638
31.374,5255,5255,1638,5508,5535,1638
31.384,5242,5242,1638,5458,5485,1638
31.394,5209,5209,1638,5433,5459,1638
31.404,5192,5192,1638,5450,5475,1638
31.414,5168,5168,1638,5439,5464,1638
31.424,5160,5160,1638,5429,5455,1638
31.434,5222,5222,1638,5469,5496,1638
31.444,5243,5243,1638,5505,5531,1638
31.454,5219,5219,1638,5505,5531,1638
31.464,5222,5222,1638,5492,5517,1638
31.474,5221,5221,1638,5491,5517,1638
31.484,5238,5238,1638,5507,5533,1638
31.494,5256,5256,1638,5519,5544,1638
31.504,5223,5223,1638,5530,5555,1638
31.514,5191,5191,1638,5499,5524,1638
31.524,5228,5228,1638,5513,5537,1638
31.534,5243,5243,1638,5536,5560,1638
31.544,5230,5230,1638,5505,5530,1638
31.554,5258,5258,1638,5526,5551,1638
31.564,5259,5259,1638,5520,5545,1638
31.574,5241,5241,1638,5478,5503,1638
31.584,5246,5246,1638,5483,5508,1638
31.594,5258,5258,1638,5490,5515,1638
31.604,5279,5279,1638,5493,5518,1638
31.614,5243,5243,1638,5490,5515,1638
31.624,5188,5188,1638,5488,5513,1638
31.634,5198,5198,1638,5481,5506,1638
31.644,5202,5202,1638,5452,5477,1638
31.654,5170,5170,1638,5434,5459,1638
31.664,5157,5157,1638,5467,5492,1638
31.674,5152,5152,1638,5491,5516,1638
31.684,5177,5177,1638,5473,5498,1638
31.694,5199,5199,1638,5464,5488,1638
31.704,5165,5165,1638,5440,5465,1638
31.714,5157,5157,1638,5407,5433,1638
31.724,5176,5176,1638,5411,5437,1638
31.734,5181,5181,1638,5434,5458,1638
31.744,5228,5228,1638,5478,5502,1638
31.754,5224,5224,1638,5455,5479,1638
31.764,5153,5153,1638,5400,5425,1638
31.774,5131,5131,1638,5422,5448,1638
31.784,5164,5164,1638,5446,5472,1638
31.794,5189,5189,1638,5418,5444,1638
31.804,5149,5149,1638,5391,5416,1638
31.814,5090,5090,1638,5385,5411,1638
31.824,5095,5095,1638,5390,5416,1638
31.834,5135,5135,1638,5416,5443,1638
31.844,5157,5157,1638,5448,5473,1638
31.854,5154,5154,1638,5437,5463,1638
31.864,5152,5152,1638,5408,5434,1638
31.874,5151,5151,1638,5396,5422,1638
31.884,5151,5151,1638,5406,5432,1638
31.894,5132,5132,1638,5426,5453,1638
31.904,5124,5124,1638,5426,5453,1638
31.914,5149,5149,1638,5405,5432,1638
31.924,5166,5166,1638,5413,5440,1638
31.934,5186,5186,1638,5452,5479,1638
31.944,5202,5202,1638,5502,5529,1638
31.954,5177,5177,1638,5505,5532,1638
31.964,5166,5166,1638,5450,5478,1638
31.974,5185,5185,1638,5422,5449,1638
31.984,5188,5188,1638,5425,5452,1638
31.994,5185,5185,1638,5408,5435,1638
32.004,5186,5186,1638,5402,5430,1638
32.014,5189,5189,1638,5432,5461,1638
32.024,5191,5191,1638,5459,5488,1638
32.034,5149,5149,1638,5439,5468,1638
32.044,5114,5114,1638,5402,5430,1638
32.054,5140,5140,1638,5407,5435,1638
32.064,5173,5173,1638,5446,5475,1638
32.074,5193,5193,1638,5455,5484,1638
32.084,5230,5230,1638,5459,5488,1638
32.094,5224,5224,1638,5476,5504,1638
32.104,5176,5176,1638,5455,5484,1638
32.114,5154,5154,1638,5425,5453,1638
32.124,5151,5151,1638,5420,5448,1638
32.134,5156,5156,1638,5424,5451,1638
32.144,5157,5157,1638,5443,5471,1638
32.154,5136,5136,1638,5430,5459,1638
32.164,5177,5177,1638,5401,5429,1638
32.174,5254,5254,1638,5448,5477,1638
32.184,5229,5229,1638,5494,5523,1638
32.194,5159,5159,1638,5475,5504,1638
32.204,5144,5144,1638,5459,5489,1638
32.214,5136,5136,1638,5424,5453,1638
32.224,5138,5138,1638,5407,5435,1638
32.234,5153,5153,1638,5423,5450,1638
32.244,5147,5147,1638,5413,5440,1638
32.254,5133,5133,1638,5405,5432,1638
32.264,5124,5124,1638,5414,5441,1638
32.274,5117,5117,1638,5403,5431,1638
32.284,5159,5159,1638,5422,5452,1638
32.294,5234,5234,1638,5466,5496,1638
32.304,5209,5209,1638,5461,5491,1638
32.314,5126,5126,1638,5430,5460,1638
32.324,5137,5137,1638,5426,5456,1638
32.334,5172,5172,1638,5438,5467,1638
32.344,5148,5148,1638,5443,5471,1638
32.354,5099,5099,1638,5417,5446,1638
32.364,5134,5134,1638,5438,5467,1638
32.374,5216,5216,1638,5493,5522,1638
32.384,5241,5241,1638,5510,5539,1638
32.394,5242,5242,1638,5511,5541,1638
32.404,5225,5225,1638,5501,5529,1638
32.414,5178,5178,1638,5503,5530,1638
32.424,5162,5162,1638,5506,5533,1638
32.434,5183,5183,1638,5472,5500,1638
32.444,5248,5248,1638,5479,5507,1638
32.454,5292,5292,1638,5494,5521,1638
32.464,5238,5238,1638,5459,5486,1638
32.474,5197,5197,1638,5457,5485,1638
32.484,5188,5188,1638,5454,5482,1638
32.494,5153,5153,1638,5396,5423,1638
32.504,5143,5143,1638,5378,5405,1638
32.514,5122,5122,1638,5374,5402,1638
32.524,5091,5091,1638,5352,5382,1638
32.534,5077,5077,1638,5367,5397,1638
32.544,5047,5047,1638,5369,5400,1638
32.554,5005,5005,1638,5314,5347,1638
32.564,4989,4990,1638,5270,5304,1638
32.574,4974,4974,1638,5256,5290,1638
32.584,4924,4924,1638,5246,5281,1638
32.594,4858,4860,1638,5205,5240,1638
32.604,4819,4821,1638,5138,5173,1638
32.614,4778,4780,1638,5079,5116,1638
32.624,4736,4739,1638,5038,5078,1638
32.634,4682,4685,1638,4996,5037,1638
32.644,4586,4590,1638,4920,4962,1638
32.654,4536,4541,1638,4826,4871,1638
32.664,4458,4465,1638,4759,4808,1638
32.674,4356,4365,1638,4699,4751,1638
32.684,4341,4351,1638,4664,4718,1638
32.694,4303,4313,1638,4671,4727,1638
32.704,4248,4260,1638,4630,4687,1638
32.714,4195,4208,1638,4531,4591,1638
32.724,4173,4187,1638,4486,4548,1638
32.734,4181,4198,1638,4480,4544,1638
32.744,4124,4143,1638,4455,4520,1638
32.754,4065,4085,1638,4434,4501,1638
32.764,4090,4111,1638,4424,4494,1638
32.774,4126,4148,1638,4395,4467,1638
32.784,4050,4073,1638,4374,4445,1638
32.794,3970,3992,1638,4359,4432,1638
32.804,3993,4018,1638,4371,4446,1638
32.814,4012,4038,1638,4412,4489,1638
32.824,4015,4042,1638,4396,4472,1638
32.834,4011,4039,1638,4338,4416,1638
32.844,4013,4041,1638,4306,4386,1638
32.854,4033,4061,1638,4346,4427,1638
32.864,4036,4065,1638,4422,4503,1638
32.874,4049,4078,1638,4429,4511,1638
32.884,4096,4124,1638,4430,4513,1638
32.894,4144,4173,1638,4438,4522,1638
32.904,4130,4161,1638,4458,4544,1638
32.914,4061,4092,1638,4463,4550,1638
32.924,4016,4048,1638,4425,4512,1638
32.934,4013,4046,1638,4407,4494,1638
32.944,3987,4020,1638,4366,4455,1638
32.954,3923,3958,1638,4321,4413,1638
32.964,3995,4031,1638,4345,4438,1638
32.974,4110,4146,1638,4360,4452,1638
32.984,4030,4067,1638,4332,4425,1638
32.994,3930,3968,1638,4315,4410,1638
33.004,3957,3994,1638,4322,4417,1638
33.014,3976,4014,1638,4333,4428,1638
33.024,3955,3994,1638,4324,4421,1638
33.034,3991,4029,1638,4316,4413,1638
33.044,4028,4066,1638,4339,4435,1638
33.054,4043,4082,1638,4365,4461,1638
33.064,4083,4123,1638,4373,4470,1638
33.074,3979,4021,1638,4337,4436,1638
33.084,3885,3928,1638,4303,4403,1638
33.094,3970,4013,1638,4335,4435,1638
33.104,4013,4055,1638,4387,4489,1638
33.114,3964,4006,1638,4384,4486,1638
33.124,3931,3974,1638,4335,4437,1638
33.134,3970,4014,1638,4293,4395,1638
33.144,4030,4073,1638,4312,4415,1638
33.154,4023,4067,1638,4364,4469,1638
33.164,3999,4044,1638,4385,4491,1638
33.174,3943,3988,1638,4336,4442,1638
33.184,3851,3896,1638,4268,4374,1638
33.194,3885,3933,1638,4278,4386,1638
33.204,3980,4029,1638,4302,4411,1638
33.214,3960,4008,1638,4265,4375,1638
33.224,3897,3945,1638,4235,4346,1638
33.234,3851,3901,1638,4204,4316,1638
33.244,3830,3881,1638,4181,4294,1638
33.254,3839,3889,1638,4205,4319,1638
33.264,3887,3937,1638,4243,4358,1638
33.274,3957,4008,1638,4246,4361,1638
33.284,3949,4001,1638,4234,4350,1638
33.294,3897,3948,1638,4232,4349,1638
33.304,3925,3977,1638,4229,4346,1638
33.314,3909,3962,1638,4234,4349,1638
33.324,3871,3922,1638,4290,4406,1638
33.334,3917,3968,1638,4335,4450,1638
33.344,3997,4049,1638,4351,4467,1638
33.354,4043,4093,1638,4386,4501,1638
33.364,3980,4029,1638,4363,4478,1638
33.374,3957,4005,1638,4329,4446,1638
33.384,4046,4095,1638,4365,4482,1638
33.394,4009,4059,1638,4382,4498,1638
33.404,3932,3982,1638,4402,4516,1638
33.414,4020,4069,1638,4483,4597,1638
33.424,4128,4177,1638,4536,4651,1638
33.434,4173,4223,1638,4519,4634,1638
33.444,4135,4185,1638,4497,4611,1638
33.454,4053,4101,1638,4499,4614,1638
33.464,4025,4074,1638,4458,4575,1638
33.474,3930,3980,1638,4344,4461,1638
33.484,3815,3866,1638,4268,4387,1638
33.494,3826,3878,1638,4231,4350,1638
33.504,3917,3970,1638,4209,4327,1638
33.514,4002,4054,1638,4239,4359,1638
33.524,3982,4037,1638,4284,4405,1638
33.534,3847,3904,1638,4284,4406,1638
33.544,3800,3857,1638,4245,4365,1638
33.554,3875,3930,1638,4228,4347,1638
33.564,3936,3992,1638,4278,4397,1638
33.574,3934,3991,1638,4299,4419,1638
33.584,3932,3989,1638,4284,4405,1638
33.594,3934,3990,1638,4300,4422,1638
33.604,3860,3915,1638,4268,4392,1638
33.614,3800,3855,1638,4233,4355,1638
33.624,3786,3843,1638,4257,4381,1638
33.634,3729,3788,1638,4239,4364,1638
33.644,3666,3724,1638,4212,4336,1638
33.654,3682,3740,1638,4234,4357,1638
33.664,3797,3854,1638,4224,4348,1638
33.674,3893,3950,1638,4208,4332,1638
33.684,3944,3999,1638,4247,4370,1638
33.694,4005,4059,1638,4306,4430,1638
33.704,4037,4094,1638,4339,4465,1638
33.714,3962,4020,1638,4304,4431,1638
33.724,3831,3889,1638,4254,4378,1638
33.734,3832,3888,1638,4252,4373,1638
33.744,3919,3976,1638,4294,4418,1638
33.754,3947,4005,1638,4313,4438,1638
33.764,3949,4008,1638,4279,4404,1638
33.774,3979,4040,1638,4272,4396,1638
33.784,4010,4070,1638,4293,4417,1638
33.794,3955,4013,1638,4270,4394,1638
33.804,3927,3982,1638,4271,4395,1638
33.814,3964,4018,1638,4337,4460,1638
33.824,3940,3996,1638,4357,4480,1638
33.834,3943,3999,1638,4330,4453,1638
33.844,4005,4060,1638,4358,4480,1638
33.854,4009,4064,1638,4397,4518,1638
33.864,4006,4060,1638,4368,4488,1638
33.874,3980,4033,1638,4294,4416,1638
33.884,3884,3937,1638,4266,4389,1638
33.894,3876,3930,1638,4290,4414,1638
33.904,3897,3952,1638,4308,4432,1638
33.914,3787,3844,1638,4318,4442,1638
33.924,3800,3861,1638,4275,4399,1638
33.934,3936,3996,1638,4197,4319,1638
33.944,3949,4005,1638,4213,4334,1638
33.954,3951,4005,1638,4274,4396,1638
33.964,3965,4022,1638,4284,4408,1638
33.974,3921,3981,1638,4281,4405,1638
33.984,3882,3940,1638,4304,4427,1638
33.994,3834,3893,1638,4298,4422,1638
34.004,3796,3856,1638,4254,4380,1638
34.014,3807,3866,1638,4243,4368,1638
34.024,3814,3871,1638,4266,4390,1638
34.034,3814,3869,1638,4258,4380,1638
34.044,3874,3928,1638,4242,4366,1638
34.054,3938,3995,1638,4253,4377,1638
34.064,4000,4057,1638,4315,4439,1638
34.074,4057,4112,1638,4396,4519,1638
34.084,4041,4096,1638,4431,4553,1638
34.094,4056,4108,1638,4513,4632,1638
34.104,4121,4169,1638,4581,4697,1638
34.114,4193,4240,1638,4606,4719,1638
34.124,4308,4354,1638,4711,4823,1638
34.134,4393,4437,1638,4780,4892,1638
34.144,4442,4483,1638,4813,4923,1638
34.154,4482,4520,1638,4922,5029,1638
34.164,4529,4565,1638,5011,5115,1638
34.174,4593,4628,1638,5076,5178,1638
34.184,4693,4726,1638,5194,5295,1638
34.194,4814,4843,1638,5271,5369,1638
34.204,4858,4885,1638,5317,5413,1638
34.214,4874,4899,1638,5374,5466,1638
34.224,4945,4968,1638,5407,5495,1638
34.234,5046,5066,1638,5466,5552,1638
34.244,5202,5220,1638,5633,5714,1638
34.254,5412,5426,1638,5834,5910,1638
34.264,5596,5606,1638,5980,6053,1638
34.274,5710,5717,1638,6093,6161,1638
34.284,5773,5777,1638,6105,6167,1638
34.294,5807,5810,1638,6069,6127,1638
34.304,5780,5782,1638,6085,6140,1638
34.314,5682,5683,1638,6075,6126,1638
34.324,5630,5631,1638,6078,6127,1638
34.334,5650,5650,1638,6072,6120,1638
34.344,5692,1638,5692,6033,6079,1638
34.354,5693,1638,5694,6010,6054,1638
34.364,5636,1638,5637,5997,6039,1638
34.374,5594,5594,1638,5983,6023,1638
34.384,5584,5584,1638,5954,5991,1638
34.394,5615,5615,1638,5938,5973,1638
34.404,5701,5701,1638,5971,6004,1638
34.414,5720,5720,1638,5993,6026,1638
34.424,5627,5627,1638,5963,5995,1638
34.434,5536,5536,1638,5894,5924,1638
34.444,5516,5516,1638,5833,5862,1638
34.454,5562,5562,1638,5828,5856,1638
34.464,5593,5593,1638,5866,5894,1638
34.474,5566,5566,1638,5874,5900,1638
34.484,5514,5514,1638,5847,5872,1638
34.494,5470,5470,1638,5827,5851,1638
34.504,5491,5491,1638,5810,5834,1638
34.514,5491,5491,1638,5750,5773,1638
34.524,5406,5406,1638,5662,5683,1638
34.534,5379,5379,1638,5663,5684,1638
34.544,5396,5396,1638,5688,5710,1638
34.554,5344,5344,1638,5605,5627,1638
34.564,5325,5325,1638,5571,5592,1638
34.574,5299,5299,1638,5560,5582,1638
34.584,5237,5237,1638,5506,5527,1638
34.594,5235,5235,1638,5490,5512,1638
34.604,5280,5280,1638,5515,5538,1638
34.614,5301,5301,1638,5535,5557,1638
34.624,5259,5259,1638,5496,5518,1638
34.634,5221,5221,1638,5453,5476,1638
34.644,5220,5220,1638,5461,5484,1638
34.654,5222,5222,1638,5490,5513,1638
34.664,5238,5238,1638,5513,5535,1638
34.674,5254,5254,1638,5506,5528,1638
34.684,5239,5239,1638,5500,5523,1638
34.694,5203,5203,1638,5472,5495,1638
34.704,5202,5202,1638,5448,5471,1638
34.714,5224,5224,1638,5443,5466,1638
34.724,5213,5213,1638,5448,5471,1638
34.734,5171,5171,1638,5465,5489,1638
34.744,5144,5144,1638,5445,5469,1638
34.754,5173,5173,1638,5434,5458,1638
34.764,5210,5210,1638,5434,5458,1638
34.774,5185,5185,1638,5404,5427,1638
34.784,5157,5157,1638,5420,5443,1638
34.794,5144,5144,1638,5433,5456,1638
34.804,5137,5137,1638,5407,5430,1638
34.814,5188,5188,1638,5430,5454,1638
34.824,5193,5193,1638,5443,5467,1638
34.834,5151,5151,1638,5421,5445,1638
34.844,5203,5203,1638,5456,5481,1638
34.854,5241,5241,1638,5488,5514,1638
34.864,5229,5229,1638,5482,5507,1638
34.874,5234,5234,1638,5461,5485,1638
34.884,5183,5183,1638,5433,5457,1638
34.894,5132,5132,1638,5423,5448,1638
34.904,5171,5171,1638,5440,5464,1638
34.914,5189,5189,1638,5444,5467,1638
34.924,5176,5176,1638,5440,5464,1638
34.934,5165,5165,1638,5469,5493,1638
34.944,5172,5172,1638,5495,5519,1638
34.954,5220,5220,1638,5518,5543,1638
34.964,5244,5244,1638,5546,5571,1638
34.974,5232,5232,1638,5536,5560,1638
34.984,5252,5252,1638,5541,5564,1638
34.994,5280,5280,1638,5535,5557,1638
35.004,5306,5306,1638,5535,5556,1638
35.014,5322,5322,1638,5560,5581,1638
35.024,5312,5312,1638,5560,5580,1638
35.034,5280,5280,1638,5551,5571,1638
35.044,5238,5238,1638,5533,5553,1638
35.054,5259,5259,1638,5540,5559,1638
35.064,5313,5313,1638,5577,5596,1638
35.074,5321,5321,1638,5576,5596,1638
35.084,5315,5315,1638,5560,5579,1638
35.094,5309,5309,1638,5582,5600,1638
35.104,5348,1638,5348,5639,5658,1638
35.114,5405,5405,1638,5665,5683,1638
35.124,5423,5423,1638,5678,5695,1638
35.134,5422,1638,5423,5710,5726,1638
35.144,5426,1638,5427,5719,5734,1638
35.154,5416,1638,5417,5672,5686,1638
35.164,5385,1638,5387,5596,5610,1638
35.174,5372,1638,5375,5570,5583,1638
35.184,5420,1638,5422,5623,5635,1638
35.194,5443,1638,5446,5660,5672,1638
35.204,5414,1638,5417,5661,5672,1638
35.214,5376,1638,5379,5635,5645,1638
35.224,5338,1638,5342,5577,5587,1638
35.234,5372,1638,5376,5583,5592,1638
35.244,5389,1638,5392,5586,5596,1638
35.254,5333,1638,5337,5518,5528,1638
35.264,5312,1638,5317,5480,5490,1638
35.274,5284,1638,5288,5459,5469,1638
35.284,5244,1638,5248,5447,5456,1638
35.294,5204,1638,5207,5428,5438,1638
35.304,5182,1638,5185,5402,5412,1638
35.314,5201,1638,5203,5387,5396,1638
35.324,5224,1638,5228,5401,5411,1638
35.334,5214,1638,5216,5412,5422,1638
35.344,5167,1638,5169,5372,5382,1638
35.354,5168,1638,5169,5387,5397,1638
35.364,5191,1638,5193,5430,5440,1638
35.374,5184,1638,5187,5392,5403,1638
35.384,5157,1638,5159,5347,5358,1638
35.394,5132,1638,5132,5343,5353,1638
35.404,5170,1638,5172,5353,5364,1638
